"notation","title","description","id","title_en","description_en"
"","norddeutsch","","d3b",,
"","süddeutsch","","q4y",,
"","ostdeutsch","","d2q",,
"","westdeutsch","","h6t",,
"","Berlinerisch","","d5x",,
"","Deutsch als Zweitesprache","","s4p",,
